claim,evidence,id,label,verifiable
Malta claims to be the historical Melita mentioned in the New Testament.,"[[[286727, None, None, None], [333721, None, None, None], [333723, None, None, None]]]",128811,NOT ENOUGH INFO,NOT VERIFIABLE
Henry Cavill did not play Superman.,"[[[54964, 64981, 'Henry_Cavill', 8]]]",38750,REFUTES,VERIFIABLE
Henry Condell had a widow that was buried on the 2nd.,"[[[56279, 66456, 'Henry_Condell', 55]]]",39983,REFUTES,VERIFIABLE
Chris Paul is a security guard.,"[[[25440, None, None, None], [300012, None, None, None]]]",62889,NOT ENOUGH INFO,NOT VERIFIABLE
The Monster is only a song by Tupac.,"[[[247226, 247546, 'The_Monster_-LRB-song-RRB-', 0]]]",208912,REFUTES,VERIFIABLE
One True Thing is a comedy.,"[[[75547, 86809, 'One_True_Thing', 0]]]",59158,REFUTES,VERIFIABLE
Lucy Hale is Libyan.,"[[[175127, None, None, None], [312767, None, None, None], [313760, None, None, None]]]",55193,NOT ENOUGH INFO,NOT VERIFIABLE
Augutus Prew's mother was a fashion model.,"[[[221802, None, None, None], [221804, None, None, None], [221825, None, None, None]]]",189872,NOT ENOUGH INFO,NOT VERIFIABLE
The Gettysburg Address was delivered to a President of the United States.,"[[[161063, None, None, None]]]",138265,NOT ENOUGH INFO,NOT VERIFIABLE
Malta is officially atheistic.,"[[[46669, None, None, None]]]",30507,NOT ENOUGH INFO,NOT VERIFIABLE
A United Kingdom was directed by Sean Baker.,"[[[265240, 262478, 'A_United_Kingdom', 0]]]",222660,REFUTES,VERIFIABLE
The Ellen Show was created by an Australian comedian.,"[[[276282, 271345, 'The_Ellen_Show', 0], [276282, 271345, 'Ellen_DeGeneres', 0]], [[278540, 273302, 'The_Ellen_Show', 0], [278540, 273302, 'Ellen_DeGeneres', 0]], [[280387, 274853, 'The_Ellen_Show', 0], [280387, 274853, 'Ellen_DeGeneres', 0]], [[325861, 313466, 'The_Ellen_Show', 0], [325861, 313466, 'Ellen_DeGeneres', 0]]]",99039,REFUTES,VERIFIABLE
Lucy Hale is Ethiopian.,"[[[55649, 65691, 'Lucy_Hale', 0]]]",39400,REFUTES,VERIFIABLE
An Education is only about an adult staying the same.,"[[[201020, None, None, None]]]",173934,NOT ENOUGH INFO,NOT VERIFIABLE
"A staging area is a location where, before use, vehicles are assembled.","[[[225559, 230184, 'Staging_area', 0]]]",192778,SUPPORTS,VERIFIABLE
Eurotas (river) is a minor river of Laconia.,"[[[121498, 135776, 'Eurotas_-LRB-river-RRB-', 0]]]",103503,REFUTES,VERIFIABLE
Coeliac disease is treated by maintaining a fat-free diet.,"[[[160434, 174952, 'Coeliac_disease', 26]]]",137674,REFUTES,VERIFIABLE
GLOW (TV series) is the highest grossing show on Netflix.,"[[[249041, 249072, 'GLOW_-LRB-TV_series-RRB-', 3]]]",210212,REFUTES,VERIFIABLE
Exotic Birds opened for Queen.,"[[[98493, None, None, None]]]",81446,NOT ENOUGH INFO,NOT VERIFIABLE
Gory Guerrero's birth name is Gory Guerrero.,"[[[251579, 251404, 'Gory_Guerrero', 0]], [[251581, 251405, 'Gory_Guerrero', 0]]]",212237,REFUTES,VERIFIABLE
Skopje was the capital of the Bulgarian Empire and it was important.,"[[[142167, 157389, 'Skopje', 8]], [[142167, 157390, 'Skopje', 9]], [[142167, 157391, 'Skopje', 0]]]",121065,SUPPORTS,VERIFIABLE
Alexandria is Egyptian.,"[[[247835, 248136, 'Alexandria', 0]]]",209350,SUPPORTS,VERIFIABLE
The IPhone 4 is a mobile gaming computer.,"[[[166082, None, None, None]]]",143007,NOT ENOUGH INFO,NOT VERIFIABLE
Augustus Prew was the son of two British people.,"[[[221812, None, None, None]]]",189879,NOT ENOUGH INFO,NOT VERIFIABLE
Ed Decter works in the film industry.,"[[[141273, 156472, 'Ed_Decter', 0]]]",120259,SUPPORTS,VERIFIABLE
Pattie Boyd and George Harrison divorced in 1977.,"[[[66461, 77301, 'George_Harrison', 20]]]",50143,SUPPORTS,VERIFIABLE
Team Fortress 2 is a movie.,"[[[92724, 105564, 'Team_Fortress_2', 0]], [[92724, 105565, 'Team_Fortress_2', 2], [92724, 105565, 'The_Orange_Box', 0]], [[92724, 105566, 'Team_Fortress_2', 15]], [[92724, 105567, 'Team_Fortress_2', 17], [92724, 105567, 'Free-to-play', 0]], [[92724, 105568, 'Team_Fortress_2', 18], [92724, 105568, 'Free-to-play', 0]], [[92724, 105569, 'Team_Fortress_2', 19], [92724, 105569, 'Matchmaking_-LRB-video_games-RRB-', 0]], [[92724, 105570, 'Team_Fortress_2', 12], [92724, 105570, 'Source_-LRB-game_engine-RRB-', 0]], [[92724, 105571, 'Team_Fortress_2', 11], [92724, 105571, 'Vaporware', 1]], [[92724, 105572, 'Team_Fortress_2', 8]], [[92737, 105602, 'Team_Fortress_2', 0]]]",75897,REFUTES,VERIFIABLE
Mike Friedrich is a manga publisher.,"[[[227470, None, None, None], [227471, None, None, None], [227472, None, None, None], [227473, None, None, None]]]",194225,NOT ENOUGH INFO,NOT VERIFIABLE
Alexandria is in debt.,"[[[247824, None, None, None]]]",209343,NOT ENOUGH INFO,NOT VERIFIABLE
The Nobel Prize in Chemistry was awarded to a person from the Office.,"[[[189197, None, None, None]]]",164511,NOT ENOUGH INFO,NOT VERIFIABLE
Richard Kuklinski led other lives.,"[[[22115, 27180, 'Richard_Kuklinski', 6]]]",5093,SUPPORTS,VERIFIABLE
David Lloyd George was voted one of the top five British prime ministers of the 20th century.,"[[[269115, None, None, None]]]",225737,NOT ENOUGH INFO,NOT VERIFIABLE
Cary Elwes is Irish.,"[[[209740, 217529, 'Cary_Elwes', 0]]]",180706,REFUTES,VERIFIABLE
Ragtime features an uncredited appearance by Jack Black.,"[[[98216, None, None, None]]]",81170,NOT ENOUGH INFO,NOT VERIFIABLE
You Only Live Twice was critiqued by Lewis Gilbert.,"[[[215791, None, None, None], [215797, None, None, None]]]",185186,NOT ENOUGH INFO,NOT VERIFIABLE
Musala is a mountain.,"[[[40016, 48145, 'Musala', 0], [40016, 48145, 'Mountain', 0]], [[40016, 48146, 'Musala', 1]], [[40016, 48147, 'Musala', 2]]]",24074,SUPPORTS,VERIFIABLE
The Quiet stars a cat.,"[[[80020, None, None, None]]]",63581,NOT ENOUGH INFO,NOT VERIFIABLE
The New Jersey Turnpike has lanes.,"[[[238336, 240394, 'New_Jersey_Turnpike', 5]], [[238337, 240395, 'New_Jersey_Turnpike', 5]]]",202316,SUPPORTS,VERIFIABLE
Dawood Ibrahim was born in Namibia.,"[[[207607, None, None, None]]]",178901,NOT ENOUGH INFO,NOT VERIFIABLE
Dev Patel has worked with Steven Spielberg.,"[[[144854, None, None, None], [144872, None, None, None]]]",123343,NOT ENOUGH INFO,NOT VERIFIABLE
The Tenth Doctor spends time traveling alone.,"[[[125489, 139837, 'Tenth_Doctor', 8]]]",106855,SUPPORTS,VERIFIABLE
The Independent Spirit Awards are held on a day of the week.,"[[[59719, None, None, None]]]",43411,NOT ENOUGH INFO,NOT VERIFIABLE
Timur styled himself a ghazi.,"[[[257558, 256552, 'Timur', 21]], [[257559, 256553, 'Timur', 21]]]",216774,SUPPORTS,VERIFIABLE
Heath Ledger won an award posthumously.,"[[[90132, 102819, 'Heath_Ledger', 7]], [[90132, 102820, 'Heath_Ledger', 15]]]",73372,SUPPORTS,VERIFIABLE
Java is in films.,"[[[72205, None, None, None]]]",55836,NOT ENOUGH INFO,NOT VERIFIABLE
The Romani people have moved to Canada among other destinations.,"[[[80133, 91928, 'Romani_people', 18]]]",63693,SUPPORTS,VERIFIABLE
Two and a Half Men season ended in November.,"[[[272870, None, None, None]]]",228697,NOT ENOUGH INFO,NOT VERIFIABLE
Species distribution can be understood only through speciation.,"[[[260767, 259068, 'Species_distribution', 14]]]",219189,REFUTES,VERIFIABLE
Ed Gagliardi died of heart disease.,"[[[227005, None, None, None]]]",193842,NOT ENOUGH INFO,NOT VERIFIABLE
Two and a Half Men originally aired on FOX.,"[[[33562, 40726, 'Two_and_a_Half_Men', 0]]]",18032,REFUTES,VERIFIABLE
Physics is a discipline.,"[[[75948, 87227, 'Physics', 1]], [[75948, 87228, 'Physics', 4]]]",59532,SUPPORTS,VERIFIABLE
"Ang Lee was born October 2, 1954.","[[[224153, 229005, 'Ang_Lee', 0]]]",191662,REFUTES,VERIFIABLE
The 2003 NCAA Division I Men's Basketball Tournament was played at the highest level of intercollegiate athletics.,"[[[21155, None, None, None]]]",4800,NOT ENOUGH INFO,NOT VERIFIABLE
The Paper stars Tom Cruise.,"[[[172623, None, None, None]]]",148946,NOT ENOUGH INFO,NOT VERIFIABLE
The Winds of Winter is being written by hand.,"[[[150627, None, None, None]]]",128605,NOT ENOUGH INFO,NOT VERIFIABLE
"James, Viscount Severn is the only son of Prince Edward and Sophie, Countess of Wessex.","[[[13320, 16666, 'James,_Viscount_Severn', 0]]]",8190,SUPPORTS,VERIFIABLE
Castlevania was worked on with the intent of release on the Family Computer Disk System.,"[[[60828, None, None, None]]]",44391,NOT ENOUGH INFO,NOT VERIFIABLE
Issa Rae features various content created by people of color and has had success.,"[[[144462, 159483, 'Issa_Rae', 2]]]",123023,SUPPORTS,VERIFIABLE
Carey Hayes died in April of 1961.,"[[[189092, 200425, 'Carey_Hayes', 0]]]",164411,REFUTES,VERIFIABLE
Edouard Seguin worked with children with heart issues.,"[[[89881, 102589, 'Édouard_Séguin', 1]]]",73126,REFUTES,VERIFIABLE
Warren Beatty married Trevor Griffiths.,"[[[155116, 169827, 'Warren_Beatty', 2]]]",132681,REFUTES,VERIFIABLE
Caleb McLaughlin attended college in America.,"[[[272091, None, None, None]]]",228087,NOT ENOUGH INFO,NOT VERIFIABLE
Pearl (Steven Universe) exists as a magical gemstone.,"[[[52067, 61959, 'Pearl_-LRB-Steven_Universe-RRB-', 1]]]",35881,SUPPORTS,VERIFIABLE
Konidela Production Company was disestablished by an actor.,"[[[33418, 40539, 'Konidela_Production_Company', 0]]]",17907,REFUTES,VERIFIABLE
The Office (US) ran for seasons.,"[[[243519, 244725, 'The_Office_-LRB-U.S._TV_series-RRB-', 0]], [[243519, 244726, 'The_Office_-LRB-U.S._TV_series-RRB-', 4]], [[243519, 244727, 'The_Office_-LRB-U.S._TV_series-RRB-', 9]], [[243519, 244728, 'The_Office_-LRB-U.S._TV_series-RRB-', 13]], [[243519, 244729, 'The_Office_-LRB-U.S._TV_series-RRB-', 15]]]",206038,SUPPORTS,VERIFIABLE
Zero trees have been replanted in Stanley Park.,"[[[147426, None, None, None]]]",124962,NOT ENOUGH INFO,NOT VERIFIABLE
"Jarhead, a 2005 Grammy-winning R&B album, was produced by Sam Mendes.","[[[159526, 174043, 'Jarhead_-LRB-film-RRB-', 0]]]",135459,REFUTES,VERIFIABLE
The Premier League Asia Trophy is a tournament held in Asia.,"[[[90206, 102908, 'Premier_League_Asia_Trophy', 0]], [[90206, 102909, 'Premier_League_Asia_Trophy', 3]]]",73439,SUPPORTS,VERIFIABLE
"To test the validity of experiments, research is used.","[[[198349, 208234, 'Research', 4]]]",171890,SUPPORTS,VERIFIABLE
Padua has no economy or communications.,"[[[224426, 229278, 'Padua', 1]]]",191888,REFUTES,VERIFIABLE
Levoamphetamine increases concentration for 2 hours.,"[[[184519, None, None, None]]]",160062,NOT ENOUGH INFO,NOT VERIFIABLE
The 2003 NCAA Division I Men's Basketball Tournament involved the Spanish Armada.,"[[[181047, None, None, None]]]",156928,NOT ENOUGH INFO,NOT VERIFIABLE
Kevin Costner has been a television actor.,"[[[274993, 270193, 'Kevin_Costner', 8]], [[277005, 272015, 'Kevin_Costner', 8]], [[277010, 272020, 'Kevin_Costner', 8]], [[324054, 312143, 'Kevin_Costner', 8], [324054, 312143, 'Hatfields_&_McCoys_-LRB-miniseries-RRB-', 0]], [[325443, 313110, 'Kevin_Costner', 8]], [[325445, 313111, 'Kevin_Costner', 8]]]",90476,SUPPORTS,VERIFIABLE
"Simi Valley, California, reported a median household income of $87,894 in 2012.","[[[215905, 222659, 'Simi_Valley,_California', 13], [215905, 222659, 'Simi_Valley,_California', 0]]]",183419,SUPPORTS,VERIFIABLE
"Burbank, California is a location where secret and technologically advanced airplanes were produced during the cold war.","[[[332096, 318502, 'Burbank,_California', 7], [332096, 318502, 'Cold_War', 1]]]",116860,SUPPORTS,VERIFIABLE
William Howard Taft declined offers of appointment to a court.,"[[[229674, 233561, 'William_Howard_Taft', 11], [229674, 233561, 'Supreme_Court_of_the_United_States', 0]]]",195492,SUPPORTS,VERIFIABLE
Ding Yanyuhang was born in August in New Haven.,"[[[186744, None, None, None]]]",162214,NOT ENOUGH INFO,NOT VERIFIABLE
Stephen King has published 54 short stories.,"[[[79523, None, None, None]]]",63106,NOT ENOUGH INFO,NOT VERIFIABLE
One True Thing was made in July 1998.,"[[[17545, None, None, None]]]",1785,NOT ENOUGH INFO,NOT VERIFIABLE
Numenius of Apamea flourished during the second half of the 2nd century AD.,"[[[220517, 226278, 'Numenius_of_Apamea', 0]]]",188885,SUPPORTS,VERIFIABLE
Richard Dawson was born in the 20th century.,"[[[165250, None, None, None]]]",142189,NOT ENOUGH INFO,NOT VERIFIABLE
The New England Patriots holds the record for most Super Bowls reached.,"[[[137106, 151945, 'New_England_Patriots', 12]]]",116737,SUPPORTS,VERIFIABLE
PBS is exclusively British.,"[[[255653, 255063, 'PBS', 0]]]",215274,REFUTES,VERIFIABLE
Quay premiered at a commercial movie theater.,"[[[157926, 172530, 'Quay_-LRB-film-RRB-', 1], [157926, 172530, 'Film_Forum', 0], [157926, 172530, 'Quay_-LRB-film-RRB-', 0]]]",135336,REFUTES,VERIFIABLE
Sarah Hyland is exclusively a Broadway actor.,"[[[176201, 189157, 'Sarah_Hyland', 1]], [[176201, 189158, 'Sarah_Hyland', 2]], [[176201, 189159, 'Sarah_Hyland', 5]]]",152243,REFUTES,VERIFIABLE
Jed Whedon was born in a hospital.,"[[[84336, None, None, None]]]",67747,NOT ENOUGH INFO,NOT VERIFIABLE
Joseph Goebbels' Propaganda Ministry gained nothing after the Nazi Seizure of Power.,"[[[126832, 141280, 'Joseph_Goebbels', 8]]]",108107,REFUTES,VERIFIABLE
Babur was a conqueror.,"[[[167864, 181643, 'Babur', 0]], [[167864, 181644, 'Babur', 7]], [[167864, 181645, 'Babur', 10]], [[167864, 181646, 'Babur', 11]], [[170071, 183656, 'Babur', 0]], [[170071, 183657, 'Babur', 10]], [[170071, 183658, 'Babur', 11]], [[171523, 184995, 'Babur', 0]], [[171523, 184996, 'Babur', 1]], [[171523, 184997, 'Babur', 7]], [[171523, 184998, 'Babur', 8]], [[171523, 184999, 'Babur', 10]], [[171523, 185000, 'Babur', 11]], [[312418, 302197, 'Babur', 0]], [[313613, 303169, 'Babur', 0]]]",53832,SUPPORTS,VERIFIABLE
No Way Out is a single.,"[[[116791, 130678, 'No_Way_Out_-LRB-Puff_Daddy_album-RRB-', 0]]]",99146,REFUTES,VERIFIABLE
Personality is affected by the development of socialization.,"[[[98365, None, None, None]]]",81316,NOT ENOUGH INFO,NOT VERIFIABLE
Manchester United was founded in November 1878.,"[[[154111, None, None, None], [158832, None, None, None], [311795, None, None, None], [311799, None, None, None]]]",50383,NOT ENOUGH INFO,NOT VERIFIABLE
Woodrow Wilson formed an idea.,"[[[43183, None, None, None]]]",27006,NOT ENOUGH INFO,NOT VERIFIABLE
Estonia does not border the Baltic Sea.,"[[[118164, 132012, 'Estonia', 1]], [[118175, 132020, 'Estonia', 1]], [[118175, 132021, 'Estonia', 3]]]",100487,REFUTES,VERIFIABLE
Ice-T signed to Sire Records in 1987.,"[[[45220, 53955, 'Ice-T', 1]]]",29104,SUPPORTS,VERIFIABLE
"Burbank, California is where all of the U-2 spy planes were produced.","[[[133958, None, None, None]]]",114027,NOT ENOUGH INFO,NOT VERIFIABLE
Kevin Bacon was in a Russian film directed by Barry Levinson.,"[[[229137, None, None, None]]]",195216,NOT ENOUGH INFO,NOT VERIFIABLE
"Richard Dawson was born in England on November 20th, 1932 at ten o'clock at in the morning.","[[[171695, None, None, None]]]",148077,NOT ENOUGH INFO,NOT VERIFIABLE
Iceland is sometimes thought to be a part of Scandinavia.,"[[[181010, None, None, None]]]",156894,NOT ENOUGH INFO,NOT VERIFIABLE
Ang Lee is a film director.,"[[[224121, 228982, 'Ang_Lee', 0]]]",191641,SUPPORTS,VERIFIABLE
A laptop is one of the ABC Islands.,"[[[74658, None, None, None]]]",58299,NOT ENOUGH INFO,NOT VERIFIABLE
Elizabeth of York married in 1811.,"[[[63292, 74025, 'Elizabeth_of_York', 0]], [[63292, 74026, 'Elizabeth_of_York', 13]]]",46964,REFUTES,VERIFIABLE
The Hunger Games are based on a novel.,"[[[120249, 134438, 'The_Hunger_Games_-LRB-film_series-RRB-', 0]]]",102417,REFUTES,VERIFIABLE
Johnny Van Zant still performs with Queen.,"[[[50872, None, None, None]]]",34696,NOT ENOUGH INFO,NOT VERIFIABLE
Proponents of globalism tend to advocate for lowering tariffs for the rich.,"[[[101221, None, None, None]]]",84188,NOT ENOUGH INFO,NOT VERIFIABLE
Mad Max: Fury Road is a film.,"[[[94443, 107432, 'Mad_Max-COLON-_Fury_Road', 0]]]",77499,SUPPORTS,VERIFIABLE
Super Bowl XLV was played at Cowboys Stadium in Texas.,"[[[164741, 178950, 'Super_Bowl_XLV', 2]]]",141683,SUPPORTS,VERIFIABLE
Ned Stark is the honorable lord of Winterfell.,"[[[49282, 58638, 'Ned_Stark', 1]]]",33196,SUPPORTS,VERIFIABLE
Live Nation Entertainment is a worldwide entertainment company.,"[[[225323, 230000, 'Live_Nation_Entertainment', 0]]]",192595,SUPPORTS,VERIFIABLE
The Visigoths converted.,"[[[177639, 190398, 'Visigoths', 16]], [[177644, 190401, 'Visigoths', 16]]]",153678,SUPPORTS,VERIFIABLE
Mad Max: Fury Road is a comedy film.,"[[[116757, 130651, 'Mad_Max-COLON-_Fury_Road', 0]]]",99118,REFUTES,VERIFIABLE
Salman Rushdie wrote a novel based on France.,"[[[74577, None, None, None]]]",58212,NOT ENOUGH INFO,NOT VERIFIABLE
Olympic medals had their obverse design standardized.,"[[[170130, None, None, None]]]",146593,NOT ENOUGH INFO,NOT VERIFIABLE
Chris Benoit's middle name is Jason.,"[[[23747, 29406, 'Chris_Benoit', 0]]]",6834,REFUTES,VERIFIABLE
Mount Hood is the fourth highest point in the Cascades.,"[[[104617, None, None, None]]]",87421,NOT ENOUGH INFO,NOT VERIFIABLE
Salt River Valley is on the Hudson River.,"[[[179297, None, None, None]]]",155240,NOT ENOUGH INFO,NOT VERIFIABLE
Chinatown is a German film exclusively.,"[[[269182, 265570, 'Chinatown_-LRB-1974_film-RRB-', 0]]]",225817,REFUTES,VERIFIABLE
Therasia is outside of the Greek Cyclades.,"[[[13485, 16852, 'Therasia', 0]], [[13489, 16857, 'Therasia', 0]]]",8304,REFUTES,VERIFIABLE
"UNESCO's City of Literature program aims to suppress the social, economic and cultural development of cities in both the developed and the developing world.","[[[126433, 140817, 'City_of_Literature', 2]]]",107725,REFUTES,VERIFIABLE
Rick Ross released at least nine studio albums.,"[[[22020, None, None, None], [299480, None, None, None]]]",38140,NOT ENOUGH INFO,NOT VERIFIABLE
The Hunger Games is a sequel.,"[[[45036, 53759, 'The_Hunger_Games_-LRB-novel-RRB-', 16]]]",28914,REFUTES,VERIFIABLE
Estelle Getty was a performer.,"[[[213579, 220801, 'Estelle_Getty', 0]], [[213579, 220802, 'Estelle_Getty', 1]], [[213579, 220803, 'Estelle_Getty', 2]]]",183496,SUPPORTS,VERIFIABLE
The 66th Primetime Emmy Awards was hosted by James Corden.,"[[[267092, 263882, '66th_Primetime_Emmy_Awards', 2]]]",224197,REFUTES,VERIFIABLE
Nate Diaz declined to ever compete in World Extreme Cagefighting.,"[[[127160, 141689, 'Nate_Diaz', 3]]]",108352,REFUTES,VERIFIABLE
The Little Prince (2015 film) is a English-language film.,"[[[242286, 243694, 'The_Little_Prince_-LRB-2015_film-RRB-', 0]]]",205065,SUPPORTS,VERIFIABLE
Theresa May was a councillor.,"[[[152666, 167443, 'Theresa_May', 6]]]",130400,SUPPORTS,VERIFIABLE
Fred Seibert has a career as a blues and rock record producer.,"[[[19748, None, None, None]]]",3586,NOT ENOUGH INFO,NOT VERIFIABLE
Jarhead was directed by Sam Mendes.,"[[[185375, 197150, 'Jarhead_-LRB-film-RRB-', 0]]]",160850,SUPPORTS,VERIFIABLE
"There were 3,090,953 Mormon members in May of 1971.","[[[36994, None, None, None]]]",21229,NOT ENOUGH INFO,NOT VERIFIABLE
Temple Grandin stars Claire Danes.,"[[[139297, 154337, 'Temple_Grandin_-LRB-film-RRB-', 0]], [[139412, 154458, 'Temple_Grandin_-LRB-film-RRB-', 0]]]",118708,SUPPORTS,VERIFIABLE
Cable television and the internet are two mediums that Fred Seibert produces for.,"[[[112705, 126545, 'Fred_Seibert', 0]]]",95212,REFUTES,VERIFIABLE
Saw II came out on DVD.,"[[[181166, 193440, 'Saw_II', 20]]]",157048,SUPPORTS,VERIFIABLE
A Good Day to Die Hard is the third film of the Die Hard franchise.,"[[[140277, 155301, 'A_Good_Day_to_Die_Hard', 0]]]",119358,REFUTES,VERIFIABLE
The Bengal tiger was subordinated by R. I. Pocock.,"[[[44377, 53038, 'Bengal_tiger', 15]]]",28246,SUPPORTS,VERIFIABLE
The Mormon population has been growing rapidly due to high death and conversion rates.,"[[[171799, 185274, 'Mormons', 23]]]",148173,REFUTES,VERIFIABLE
Daredevil follows the early days of Barack Obama.,"[[[286694, None, None, None], [288862, None, None, None], [333668, None, None, None], [333674, None, None, None]]]",128466,NOT ENOUGH INFO,NOT VERIFIABLE
